授	ジュ	さず.ける、さず.かる		impart, instruct, grant, confer	impart	THỤ	đưa cho, truyền thụ, giáo thụ		教授(きょうじゅ): (1) professor (2) teaching; instruction<br>授業(じゅぎょう): lesson; class work; teaching; instruction<br>助教授(じょきょうじゅ): assistant professor; associate professor<br>授ける(さずける): to grant; to award; to teach	2	5	535	手: hand<br>受: accept; undergo; answer (phone); take; get; catch; receive	11	手	64	4	て・てへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq501-750
採	サイ	と.る		pick, take, fetch, take up	pick	THÁI	hái, thải dụng		採用(さいよう): (1) use; adoption; acceptance (2) appointment; employment; engagement<br>採決(さいけつ): vote; roll call<br>採算(さいさん): profit<br>採点(さいてん): marking; grading; scoring<br>採集(さいしゅう): collecting; gathering<br>採択(さいたく): adoption; selection; choice<br>採掘(さいくつ): mining<br>採る(とる): (1) to adopt (measure, proposal) (2) to pick (e.g. fruit); to catch (e.g. insects); to take (e.g. a sample) (3) to assume (attitude) (4) to take on (i.e. hire); to engage	2	5	607	手: hand<br>采: dice; form; appearance; take; coloring	11	手	64	4	て・てへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq501-750
接	セツ、ショウ	つ.ぐ		touch, contact, adjoin, piece together	touch	TIẾP	nối tiếp, tiếp đãi, tiếp xúc		直接(ちょくせつ): direct; immediate; personal; firsthand<br>接触(せっしょく): touch; contact<br>面接(めんせつ): interview<br>密接(みっせつ): related; connected; close; intimate<br>接近(せっきん): (1) getting closer; drawing nearer; approaching (2) being not much different; being near (age, skill, etc.) (3) becoming close (i.e. friendly); becoming intimate<br>接する(せっする): (1) to come in contact with; to touch; to connect (with) (2) to attend (to) (3) to receive (visitors)<br>間接(かんせつ): indirection; indirectness<br>応接(おうせつ): reception<br>接続(せつぞく): (1) connection; attachment; union; join; joint; link (2) changing trains (3) conjunction<br>接ぐ(つぐ): (1) to join (2) to piece together (3) to set (bones) (4) to graft (trees)<br>接続詞(せつぞくし): conjunction	2	5	523	手: hand<br>妾: concubine	11	手	64	4	て・てへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq501-750
損	ソン	そこ.なう、そこな.う、-そこ.なう、そこ.ねる、-そこ.ねる		damage, loss, disadvantage, hurt, injure	damage	TỔN	tổn hại, tổn thương		損う(そこなう): to harm; to hurt; to injure; to damage; to fail in doing<br>損害(そんがい): damage; injury; loss<br>損失(そんしつ): loss (e.g. assets or profits)<br>損(そん): loss; disadvantage<br>破損(はそん): damage<br>損得(そんとく): loss and gain; advantage and disadvantage	2	5	807	手: hand<br>員: employee; member; number; the one in charge	13	手	64	4	て・てへん	(không có)	会意 Hội ý	grade5 JLPT.N2 kanjifreq751-1000
故	コ	ゆえ、ふる.い、もと		happenstance, especially, intentionally, reason, cause, circumstances, the late, therefore, consequently	happenstance	CỐ	cố tổng thống, lí do		事故(じこ): (1) accident; incident; trouble (2) circumstances; reasons<br>故障(こしょう): break-down; failure; fault; accident; out of order<br>何故(なぜ): why; how<br>故人(こじん): the deceased; old friend<br>何故なら(なぜなら): because<br>故(こ): the late (deceased)<br>故(ゆえ): reason; cause; circumstances<br>其れ故(それゆえ): therefore; for that reason; so	2	5	612	古: old<br>攵: strike; hit; folding chair radical variant (no. 66)	9	攴	66	4	ぼくにょう・ぼくづくり・とまた・のぶん・しぶん	(không có)	会意 Hội ý	grade5 JLPT.N2 kanjifreq501-750
旧	キュウ	ふる.い、もと		old times, old things, old friend, former, ex-	olden times	CỰU	cũ, cựu thủ tướng, cựu binh		復旧(ふっきゅう): restoration; restitution; rehabilitation<br>旧(きゅう): ex-; former; old<br>旧知(きゅうち): old friend; old friendship	2	5	549	丨: number one; line; rod radical (no. 2)<br>日: day; sun; Japan; counter for days	5	臼	134	6	うす	舊	会意 Hội ý	grade5 JLPT.N2 Kanji_Time kanjifreq501-750
暴	ボウ、バク	あば.く、あば.れる		outburst, rave, fret, force, violence, cruelty, outrage	outburst	BẠO	bạo lực, bộc lộ		暴力(ぼうりょく): violence; mayhem<br>暴動(ぼうどう): insurrection; rebellion; revolt; riot; uprising<br>乱暴(らんぼう): rude; violent; rough; lawless; unreasonable; reckless<br>暴露(ばくろ): disclosure; exposure; revelation<br>暴れる(あばれる): to act violently; to rage; to struggle; to be riotous<br>暴風(ぼうふう): storm; windstorm; gale	2	5	692	日: day; sun; Japan; counter for days<br>共: together; both; neither; all; and; alike; with<br>水: water	15	日	72	4	ひ・ひへん・にち・にちへん	(không có)	会意 Hội ý	grade5 JLPT.N2 Kanji_Emotion.Sense_Emotion kanjifreq501-750
条	ジョウ、チョウ、デキ	えだ、すじ		article, clause, item, stripe, streak	twig	ĐIỀU	điều khoản, điều kiện		条件(じょうけん): condition; conditions; term; terms; requirement; requirements<br>条約(じょうやく): treaty; pact<br>発条(ばね): spring (e.g. coil, leaf); mainspring; power spring<br>箇条書き(かじょうがき): itemized form; itemised form; itemization; itemisation<br>条(じょう): (1) article (in document); provision (2) stripe; streak; line	2	5	363	夂: winter radical (no. 34)<br>木: tree; wood	7	木	75	4	き・きへん	條	会意 Hội ý	grade5 JLPT.N2 kanjifreq251-500
枝	シ	えだ	え, ぐさ	bough, branch, twig, limb	bough	CHI	chi nhánh		枝(えだ): branch; bow; bough; twig; limb	2	5	1401	木: tree; wood<br>支: branch; support; sustain; branch radical (no. 65)	8	木	75	4	き・きへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 Kanji_Nature_Plant.Tree kanjifreq1001-1500
査	サ			investigate	investigate	TRA	điều tra		捜査(そうさ): search (esp. in criminal investigations); investigation; inquiry; enquiry<br>調査(ちょうさ): investigation; examination; inquiry; enquiry; survey<br>検査(けんさ): inspection (e.g. customs, factory); examination; scan (e.g. MRI, PET, etc.)<br>巡査(じゅんさ): police; policeman<br>審査(しんさ): judging; inspection; examination; investigation; review	2	5	184	木: tree; wood<br>且: moreover; also; furthermore	9	木	75	4	き・きへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq1-250
検	ケン	しら.べる		examination, investigate	examination	KIỂM	kiểm tra		検査(けんさ): inspection (e.g. customs, factory); examination; scan (e.g. MRI, PET, etc.)<br>検討(けんとう): consideration; examination; investigation; study; scrutiny; discussion<br>検事(けんじ): public prosecutor<br>点検(てんけん): inspection; examination; checking	2	5	290	木: tree; wood<br>僉: all	12	木	75	4	き・きへん	檢	形声 Hình thanh	grade5 JLPT.N2 kanjifreq251-500
武	ブ、ム	たけ.し	う, お, たけし, たけん, ん	warrior, military, chivalry, arms	warrior	VŨ, VÕ	vũ trang, vũ lực		武器(ぶき): weapon; arms; ordnance<br>武装(ぶそう): arms; armament; armed<br>武力(ぶりょく): armed might; military power; the sword; force<br>武士(ぶし): warrior; samurai	2	5	387	一: one; one radical (no.1)<br>弋: piling; ceremony radical (no. 56)<br>止: stop; halt	8	止	77	4	とまる・とめる・とめへん	(không có)	会意 Hội ý	grade5 JLPT.N2 Kanji_Human.Activities_Fighting kanjifreq251-500
比	ヒ	くら.べる	い, ぴっ	compare, race, ratio, Phillipines	compare	TỶ, BỈ	so sánh, tỉ lệ, tỉ dụ		比べる(くらべる): (1) to compare; to make a comparison (2) to compete; to vie<br>比例(ひれい): proportion<br>比率(ひりつ): ratio; proportion; percentage<br>比較(ひかく): comparison<br>対比(たいひ): contrast; comparison<br>比重(ひじゅう): (1) specific gravity; weight; part (2) relative weight; relative importance<br>比較的(ひかくてき): comparative; relative	2	5	329	匕: spoon; spoon or katakana hi radical (no. 21)	4	比	81	4	ひ・くらべる・ならびひ	(không có)	会意 Hội ý	grade5 JLPT.N2 kanjifreq251-500
永	エイ	なが.い	え, と, のり, ひさ, ひさし	eternity, long, lengthy	eternity	VĨNH	vĩnh viễn, vỉnh cửu		永遠(えいえん): eternity; perpetuity; immortality; permanence<br>永久(えいきゅう): (1) eternity; perpetuity; immortality (2) Eikyuu era (1113.7.13-1118.4.3)	2	5	846	丶: dot; tick or dot radical (no. 3)<br>水: water	5	水	85	4	みず・したみず・さんずい	(không có)	象形 Tượng hình	grade5 JLPT.N2 Kanji_Time kanjifreq751-1000
河	カ	かわ	かっ, こ, こう	river	river	HÀ	sông, sơn hà		河川(かせん): rivers<br>運河(うんが): canal; waterway	2	5	663	"水: water<br>可: can; passable; mustn't; should not; do not"	8	水	85	4	みず・したみず・さんずい	(không có)	形声 Hình thanh	grade5 JLPT.N2 Kanji_Nature_Landscape kanjifreq501-750
液	エキ			fluid, liquid, juice, sap, secretion	fluid	DỊCH	dung dịch		血液(けつえき): blood<br>液体(えきたい): liquid; fluid<br>液(えき): liquid; fluid<br>溶液(ようえき): solution (liquid)	2	5	1210	水: water<br>夜: night; evening	11	水	85	4	みず・したみず・さんずい	(không có)	形声 Hình thanh	grade5 JLPT.N2 Kanji_Physical.Properties_Miscellaneous kanjifreq1001-1500
混	コン	ま.じる、-ま.じり、ま.ざる、ま.ぜる、こ.む		mix, blend, confuse	mix	HỖN	hỗn hợp, hỗn độn, hỗn loạn		混乱(こんらん): disorder; chaos; confusion; mayhem<br>混雑(こんざつ): confusion; congestion<br>混血(こんけつ): mixed race; mixed parentage<br>混ぜる(まぜる): to mix; to stir; to blend<br>混合(こんごう): (1) mixing; mixture; meld (2) miscegenation<br>混む(こむ): (1) to be crowded; to be packed (2) to be complex (3) to go into; to put into; to remain (seated); to be plunged into (silence); to do thoroughly (4) to do intently (5) to continue in the same state<br>混同(こんどう): confusion; mixing; merger<br>混凝土(コンクリート): concrete<br>取り混ぜる(とりまぜる): to mix; to put together	2	5	824	水: water<br>昆: descendants; elder brother; insect	11	水	85	4	みず・したみず・さんずい	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq751-1000
減	ゲン	へ.る、へ.らす		dwindle, decrease, reduce, decline, curtail, get hungry	dwindle	GIẢM	gia giảm, giảm		削減(さくげん): cut; reduction; curtailment<br>減少(げんしょう): decrease; reduction; decline<br>増減(ぞうげん): increase and decrease; fluctuation<br>加減(かげん): (1) addition and subtraction (2) allowance for (3) degree; extent; measure (4) condition; state of health (5) seasoning; flavor; flavour; moderation; adjustment (6) influence (of the weather) (7) chance<br>減らす(へらす): to abate; to decrease; to diminish; to shorten<br>減る(へる): to decrease (in size or number); to diminish; to abate<br>軽減(けいげん): abatement; reduction<br>いい加減(いいかげん): (1) irresponsible; perfunctory; careless (2) lukewarm; half-baked; halfhearted; vague (3) reasonable; moderate (usu. in suggestions or orders) (4) considerably; quite; rather; pretty	2	5	261	水: water<br>咸: all; same	12	水	85	4	みず・したみず・さんずい	(không có)	形声 Hình thanh	grade5 JLPT.N2 Kanji_Counting_Handling.amounts kanjifreq251-500
測	ソク	はか.る		fathom, plan, scheme, measure	fathom	TRẮC	đo đạc		観測(かんそく): observation<br>測定(そくてい): measurement<br>測量(そくりょう): measurement; surveying<br>推測(すいそく): guess; conjecture<br>予測(よそく): prediction; estimation	2	5	761	水: water<br>則: rule; follow; based on; model after	12	水	85	4	みず・したみず・さんずい	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq751-1000
準	ジュン	じゅん.じる、じゅん.ずる、なぞら.える、のり、ひと.しい、みずもり		semi-, correspond to, proportionate to, conform, imitate	semi-	CHUẨN	tiêu chuẩn, chuẩn bị		基準(きじゅん): standard; basis; criterion; norm; reference; datum<br>準備(じゅんび): preparation; setup; arrangements; provision; reserve<br>水準(すいじゅん): (1) level; standard (2) water level<br>標準(ひょうじゅん): standard; level; norm<br>準じる(じゅんじる): to follow; to conform; to apply to<br>準ずる(じゅんずる): to apply correspondingly; to correspond to; to be proportionate to; to conform to<br>準急(じゅんきゅう): semi-express train (slower than an express); local express train	2	5	425	水: water<br>隼: falcon	13	水	85	4	みず・したみず・さんずい	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq251-500
燃	ネン	も.える、も.やす、も.す		burn, blaze, glow	burn	NHIÊN	nhiên liệu		燃料(ねんりょう): fuel<br>燃焼(ねんしょう): burning; combustion<br>燃える(もえる): to burn; to get fired up<br>燃す(もす): to burn	2	5	948	火: fire<br>然: sort of thing; so; if so; in that case; well	16	火	86	4	ひ・ひへん・れっか・れんが	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq751-1000
版	ハン			printing block, printing plate, edition, impression, label	printing block	BẢN	xuất bản		出版(しゅっぱん): publication<br>版画(はんが): woodcut; woodblock print; art print<br>版(はん): edition; version<br>初版(しょはん): first edition<br>絶版(ぜっぱん): out of print	2	5	802	片: one-sided; leaf; sheet; right-side kata radical (no. 91)<br>反: anti-	8	片	91	4	かた・かたへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq751-1000
独	ドク、トク	ひと.り	どいつ, どっ	single, alone, spontaneously, Germany	single	ĐỘC	cô độc, đơn độc		独自(どくじ): original; peculiar; characteristic; proprietary<br>独立(どくりつ): independence (e.g. Independence Day); self-support<br>独特(どくとく): peculiarity; uniqueness; characteristic<br>独裁(どくさい): dictatorship; despotism<br>独占(どくせん): (1) monopoly (2) to monopolize; to hog<br>独身(どくしん): bachelorhood; single; unmarried; celibate<br>孤独(こどく): isolation; loneliness; solitude<br>単独(たんどく): sole; independence; single; solo (flight)<br>独創(どくそう): originality<br>独り言(ひとりごと): soliloquy; monologue; speaking to oneself<br>独りでに(ひとりでに): by itself; automatically; naturally	2	5	365	犬: dog<br>虫: insect; bug; temper	9	犬	94	4	いぬ・けものへん	獨	形声 Hình thanh	grade5 JLPT.N2 kanjifreq251-500
率	ソツ、リツ、シュツ	ひき.いる		ratio, rate, proportion, %, coefficient, factor	ratio	SUẤT, LUẬT	thống suất, xác suất, tỉ lệ suất		比率(ひりつ): ratio; proportion; percentage<br>効率(こうりつ): efficiency; efficacy; performance; utility factor<br>率直(そっちょく): frankness; candour; candor; openheartedness; directness<br>確率(かくりつ): probability; likelihood; chances<br>倍率(ばいりつ): (1) magnification; leverage; amplification; scaling factor; scale factor (2) acceptance rate; pass rate (of an exam, etc.)<br>能率(のうりつ): (1) efficiency (2) moment (i.e. magnetic moment)<br>軽率(けいそつ): rash; thoughtless; careless; hasty; imprudent<br>率いる(ひきいる): to lead; to spearhead (a group); to command (troops)<br>率(りつ): rate; ratio; proportion; percentage<br>統率(とうそつ): command; lead; generalship; leadership<br>率土(そっと): face of the earth	2	5	383	玄: mysterious; occultness<br>冫: two-stroke water radical or ice radical (no. 15)<br>十: ten	11	玄	95	5	げん	(không có)	象形 Tượng hình	grade5 JLPT.N2 kanjifreq251-500
略	リャク	ほぼ、おか.す、おさ.める、はかりごと、はか.る、はぶ.く、りゃく.す、りゃく.する		abbreviation, omission, outline, shorten, capture, plunder	abbreviation	LƯỢC	tỉnh lược, xâm lược		侵略(しんりゃく): aggression; invasion; raid<br>略(ほぼ): almost; roughly; approximately<br>略奪(りゃくだつ): pillage; plunder; looting; robbery<br>省略(しょうりゃく): omission; abbreviation; abridgment; abridgement<br>略語(りゃくご): abbreviation; acronym<br>略す(りゃくす): (1) to abbreviate; to omit (2) to take; to capture<br>概略(がいりゃく): outline; summary; gist; in brief	2	5	774	田: rice field; rice paddy<br>各: each; every; either	11	田	102	5	た・たへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq751-1000
禁	キン			prohibition, ban, forbid	prohibition	CẤM	cấm đoán, nghiêm cấm		禁止(きんし): prohibition; inhibition; ban<br>禁煙(きんえん): (1) abstaining from smoking; quitting smoking (2) No Smoking!; Smoking Prohibited!<br>禁じる(きんじる): to prohibit<br>禁物(きんもつ): taboo; forbidden thing<br>禁ずる(きんずる): to forbid; to suppress	2	5	681	林: grove; forest<br>示: show; indicate; point out; express; display	13	示	113	5	しめす・しめすへん	(không có)	会意 Hội ý	grade5 JLPT.N2 kanjifreq501-750
移	イ	うつ.る、うつ.す		shift, move, change, drift, catch (cold, fire), pass into	shift	DI, SỈ	di chuyển, di động		"移転(いてん): moving; transfer; demise<br>移動(いどう): (1) removal; migration; movement (2) mobile (e.g. communications)<br>移民(いみん): (1) emigration; immigration (2) emigrant; immigrant<br>移住(いじゅう): migration; immigration<br>移す(うつす): (1) to change; to swap; to substitute; to transfer (2) to change the object of one's interest or focus (3) to spend or take time (4) to infect (5) to permeate something with the smell or colour of something (6) to move on to the next or different stage of (a plan, etc.)<br>移行(いこう): switching over to; migration; transition<br>移る(うつる): (1) to move (house); to transfer (department) (2) to change the target of interest or concern (3) to elapse (passage of time) (4) to be permeated by a colour or scent (5) to be infected; to be contagious; to spread (as in fire)"	2	5	448	禾: 2-branch tree radical (no. 115)<br>多: many; frequent; much	11	禾	115	5	のぎ・のぎへん	(không có)	会意 Hội ý	grade5 JLPT.N2 kanjifreq251-500
税	ゼイ		さい	tax, duty	tax	THUẾ	thuế vụ		関税(かんぜい): tariff (import tax); duty; customs<br>課税(かぜい): taxation<br>税金(ぜいきん): tax; duty<br>税関(ぜいかん): customs house<br>税務署(ぜいむしょ): tax office<br>免税(めんぜい): tax exemption; duty exemption<br>税(ぜい): tax	2	5	289	禾: 2-branch tree radical (no. 115)<br>兌: exchange	12	禾	115	5	のぎ・のぎへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 Kanji_Human.Activities_Money.Commerce kanjifreq251-500
築	チク	きず.く	つい, つき, つく, づき	fabricate, build, construct	fabricate	TRÚC	kiến trúc		建築(けんちく): construction; architecture (of buildings)<br>新築(しんちく): new building; new construction<br>築く(きずく): to build; to pile up; to amass	2	5	821	筑: an ancient musical instrument<br>木: tree; wood	16	竹	118	6	たけ・たけかんむり	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq751-1000
綿	メン	わた	う	cotton	cotton	MIÊN	lụa		綿(わた): (1) cotton plant (Gossypium spp.) (2) batting; wadding; padding<br>木綿(もめん): (1) cotton (material) (2) red silk-cotton tree (Bombax ceiba)<br>綿(めん): cotton	2	5	1495	糸: thread<br>帛: cloth	14	糸	120	6	いと・いとへん	(không có)	会意 Hội ý	grade5 JLPT.N2 Kanji_Clothing.Textiles kanjifreq1001-1500
総	ソウ	す.べて、すべ.て、ふさ	うさ, ずさ	general, whole, all, full, total	general	TỔNG	tổng số, tổng cộng		総会(そうかい): general meeting<br>総合(そうごう): (1) synthesis; coordination; putting together; integration; composite (2) comprehensive<br>総理大臣(そうりだいじん): Prime Minister<br>総(そう): whole; all; general; gross	2	5	129	糸: thread<br>忩: rush; hurry; be flustered	14	糸	120	6	いと・いとへん	總	形声 Hình thanh	grade5 JLPT.N2 kanjifreq1-250
編	ヘン	あ.む、-あ.み		compilation, knit, plait, braid, twist, editing, completed poem, part of a book	compilation	BIÊN	đan, biên tập		編集(へんしゅう): editing; compilation; editorial (e.g. committee)<br>編物(あみもの): knitting; knitted material; crochet<br>短編(たんぺん): short (e.g. story, film)<br>長編(ちょうへん): long (e.g. novel, film)<br>編(へん): (1) compilation (of a text); editing (2) volume (of a text) (3) completed literary work<br>編む(あむ): (1) to knit; to plait; to braid (2) to compile (anthology, dictionary, etc.); to edit	2	5	591	糸: thread<br>扁: level; small	15	糸	120	6	いと・いとへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq501-750
績	セキ		み	exploits, unreeling cocoons	exploits	TÍCH	thành tích		実績(じっせき): achievements; actual results; accomplishments; past results; track record<br>業績(ぎょうせき): achievement; performance; results; work; contribution<br>成績(せいせき): results; record; grades<br>紡績(ぼうせき): spinning<br>功績(こうせき): achievements; merit; meritorious service; meritorious deed	2	5	820	糸: thread<br>責: blame; condemn; censure	17	糸	120	6	いと・いとへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq751-1000
群	グン	む.れる、む.れ、むら、むら.がる	ぐり, ぐ, こお, こおり, ごうり	flock, group, crowd, herd, swarm, cluster	flock	QUẦN	quần chúng, quần thể		群(ぐん): (1) group (of people, animals, etc.) (2) group<br>群れ(むれ): group; crowd; flock; herd; bevy; school; swarm; cluster (e.g. of stars); clump; pack (e.g. of dogs)<br>群衆(ぐんしゅう): group (of people); crowd; horde; throng; mob; multitude<br>群がる(むらがる): to swarm; to gather<br>群集(ぐんしゅう): group (of living things); crowd; community	2	5	1012	君: mister; you; ruler; male name suffix<br>羊: sheep	13	羊	123	6	ひつじ・ひつじへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 Kanji_People_Group kanjifreq1001-1500
耕	コウ	たがや.す	こお	till, plow, cultivate	till	CANH	canh tác		農耕(のうこう): farming; agriculture<br>耕作(こうさく): cultivation; farming<br>耕す(たがやす): to till; to plow; to plough; to cultivate<br>耕地(こうち): arable land	2	5	1568	耒: come; plough; 3-branch tree radical (no. 127)<br>井: well; well crib; town; community	10	耒	127	6	すき・すきへん・らいすき・らいへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq1501-2000
製	セイ			made in..., manufacture	made in...	CHẾ	chế tạo		製造(せいぞう): manufacture; production<br>製品(せいひん): manufactured goods; finished goods; product<br>製作(せいさく): manufacture; production<br>製鉄(せいてつ): iron manufacture<br>作製(さくせい): manufacture<br>製法(せいほう): manufacturing method; recipe; formula<br>製(せい): -made; make	2	5	488	制: system; law; rule<br>衣: garment; clothes; dressing	14	衣	145	6	ころも・ころもへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq251-500
複	フク			duplicate, double, compound, multiple	duplicate	PHỨC	phức tạp		重複(ちょうふく): duplication; repetition; overlapping; redundancy; restoration<br>複雑(ふくざつ): complex; complicated<br>複数(ふくすう): several; plural; plurality; multiple<br>複合(ふくごう): composite; combined; complex<br>複写(ふくしゃ): copy; duplicate	2	5	915	衣: garment; clothes; dressing<br>复: return; repeat; repeatedly	14	衣	145	6	ころも・ころもへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq751-1000
設	セツ	もう.ける	した	establishment, provision, prepare	establishment	THIẾT	thiết lập, kiến thiết		建設(けんせつ): construction; establishment<br>施設(しせつ): (1) institution; establishment; facility (2) (army) engineer<br>設置(せっち): (1) establishment; institution (2) installation (of a machine or equipment)<br>設備(せつび): equipment; device; facilities; installation<br>設計(せっけい): plan; design; layout<br>設立(せつりつ): establishment; founding; incorporation (of a business)<br>設定(せってい): (1) establishment; creation; posing (a problem); setting (movie, novel, etc.); scene (2) options or preference settings (in computer software); configuration; assignment; setup<br>設ける(もうける): to create; to establish	2	5	145	言: say<br>殳: pike; windy-again radical (no. 79)	11	言	149	7	こと・げん・ごんべん・ことば	(không có)	会意 Hội ý	grade5 JLPT.N2 kanjifreq1-250
評	ヒョウ			evaluate, criticism, comment	evaluate	BÌNH	bình luận, phê bình		評価(ひょうか): (1) valuation; estimation; assessment; evaluation (2) to value; to assess; to estimate value (3) to appreciate; to value highly; to acknowledge the value (of something)<br>評判(ひょうばん): (1) fame; reputation; popularity (2) rumour (rumor); talk<br>評論(ひょうろん): criticism; critique<br>批評(ひひょう): criticism; review; commentary<br>書評(しょひょう): book review<br>好評(こうひょう): popularity; favorable reputation; favourable reputation<br>不評(ふひょう): bad reputation; disgrace; unpopularity	2	5	454	言: say<br>平: even; flat; peace	12	言	149	7	こと・げん・ごんべん・ことば	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq251-500
講	コウ			lecture, club, association	lecture	GIẢNG	giảng đường, giảng bài		講演(こうえん): lecture; address; speech<br>講師(こうし): lecturer<br>講義(こうぎ): lecture<br>講堂(こうどう): auditorium<br>聴講(ちょうこう): lecture attendance; auditing<br>講習(こうしゅう): short course; training<br>休講(きゅうこう): lecture cancellation; cancelling (lecture, class, etc.)<br>講読(こうどく): reading; translation	2	5	653	言: say<br>冓: put together; inner palace	17	言	149	7	こと・げん・ごんべん・ことば	(không có)	形声 Hình thanh	grade5 JLPT.N2 Kanji_Human.Activities_Communication kanjifreq501-750
豊	ホウ、ブ	ゆた.か、とよ	て, で, と, ひろし, ふう, ぶん, ほ, ゆたか	bountiful, excellent, rich	bountiful	PHONG	phong phú		豊か(ゆたか): (1) abundant; wealthy; plentiful; rich; affluent (2) very; extremely; full of; great<br>豊富(ほうふ): abundance; wealth; plenty; bounty<br>豊作(ほうさく): abundant harvest; bumper crop	2	5	762	曲: bend; music; melody; composition; pleasure; injustice; fault; curve; crooked; perverse; lean<br>豆: beans; pea; midget	13	豆	151	7	まめ・まめへん	豐	象形 Tượng hình	grade5 JLPT.N2 kanjifreq751-1000
貿	ボウ			trade, exchange	trade	MẬU	mậu dịch, trao đổi		貿易(ぼうえき): trade (foreign)	2	5	652	卯: sign of the hare or rabbit; 5-7AM; fourth sign of Chinese zodiac; east<br>貝: shellfish	12	貝	154	7	かい・かいへん・こがい	(không có)	形声 Hình thanh	grade5 JLPT.N2 Kanji_Human.Activities_Money.Commerce kanjifreq501-750
輸	ユ、シュ			transport, send, be inferior	transport	THÂU	thâu nhập, thâu xuất		輸出(ゆしゅつ): (1) export (2) efferent (medical)<br>輸入(ゆにゅう): importation; import; introduction<br>輸送(ゆそう): transport; transportation<br>運輸(うんゆ): transportation<br>輸血(ゆけつ): blood transfusion	2	5	371	車: car<br>兪: steal	16	車	159	7	くるま・くるまへん	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq251-500
述	ジュツ	の.べる		mention, state, speak, relate	mention	THUẬT	tường thuật. tự thuật		記述(きじゅつ): description; descriptor<br>述べる(のべる): to state; to express; to mention<br>口述(こうじゅつ): dictation; verbal statement<br>述語(じゅつご): predicate	2	5	379	朮: a type of millet; a type of herb<br>辶: walk; walking; road radical variant (no. 162)	8	辵	162	7	しんにょう・しんにゅう	(không có)	会意 Hội ý	grade5 JLPT.N2 kanjifreq251-500
逆	ギャク、ゲキ	さか、さか.さ、さか.らう		inverted, reverse, opposite, wicked	inverted	NGHỊCH	phản nghịch		"逆(ぎゃく): (1) reverse; opposite (2) converse (of a hypothesis, etc.)<br>逆転(ぎゃくてん): (sudden) change; reversal; turn-around; coming from behind (baseball)<br>逆らう(さからう): to go against; to oppose; to disobey; to defy<br>逆立ち(さかだち): handstand; headstand<br>吃逆(しゃっくり): hiccough; hiccup<br>真逆(まさか): by no means; never!; well, I never!; you don't say!<br>逆様(さかさま): inversion; upside down"	2	5	683	屮: left hand; old grass radical (no. 45)<br>辶: walk; walking; road radical variant (no. 162)	9	辵	162	7	しんにょう・しんにゅう	(không có)	形声 Hình thanh	grade5 JLPT.N2 kanjifreq501-750
造	ゾウ	つく.る、つく.り、-づく.り	ずくり, づくり, み	create, make, structure, physique	create	TẠO	chế tạo, sáng tạo		"造る(つくる): (1) to make; to produce; to manufacture; to build; to construct (2) to prepare (food); to brew (alcohol) (3) to raise; to grow; to cultivate; to train (4) to till (5) to draw up (a document); to make out; to prepare; to write (6) to create (an artistic work, etc.); to compose (7) to coin (a phrase); to organize; to organise; to establish; to found (8) to have (a child) (9) to make up (one's face, etc.) (10) to fabricate (an excuse, etc.) (11) to form (a line, etc.) (12) to set (a record) (13) to commit (a sin, etc.)<br>構造(こうぞう): structure; construction<br>製造(せいぞう): manufacture; production<br>改造(かいぞう): (1) remodeling; remodelling; restructuring (2) modding<br>偽造(ぎぞう): forgery; falsification; fabrication; counterfeiting<br>創造(そうぞう): creation<br>造船(ぞうせん): shipbuilding<br>造り(つくり): make-up; structure; physique<br>人造(じんぞう): man-made; synthetic; artificial"	2	5	429	告: revelation; tell; inform; announce<br>辶: walk; walking; road radical variant (no. 162)	10	辵	162	7	しんにょう・しんにゅう	(không có)	会意 Hội ý	grade5 JLPT.N2 kanjifreq251-500
